song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
In Vitro,Indivision,0.493,0.958,-4.015,0.0526,0.000818,0.801,0.0617,0.621,174.974,0p2Wel7nHYFksjDjHGqwrb,204361
Time Traveler - Instrumental,Indivision,0.486,0.828,-4.946,0.0416,0.0329,0.959,0.319,0.594,174.007,4iQpUFdV7Oba0CsUpNJMwk,270356
Faceless - Instrumental,Indivision,0.51,0.825,-6.29,0.0427,0.00945,0.838,0.0864,0.531,175.942,5CWz5u2yx3XTzJTN1Uffig,202159
Stood In The Dark - (Instrumental),Dan Dakota,0.369,0.867,-7.106,0.0354,0.00164,0.363,0.113,0.183,174.029,1WDAG7CKDv4NwTsjZMmPLc,299768
Here,Cartoon,0.57,0.799,-5.732,0.0568,0.0803,0.000255,0.123,0.274,169.992,5B9o5Hd2wQoGDhTBDREEiY,216724
Feeling (Piece Of U),Cartoon,0.498,0.846,-5.408,0.0365,0.00753,0.000275,0.156,0.138,171.954,4iqNzbW605i6tTJ5fl5LlN,218049
Whisper To Me,Pola & Bryson,0.605,0.677,-6.506,0.0522,0.000334,0.868,0.55,0.336,173.009,2Uc90Rbn83BSfEQXpUsxMD,295491
Lies - (Nymfo Remix),Trifonic,0.598,0.776,-5.808,0.0457,0.000354,0.0356,0.0474,0.485,173.99,645zVvc1aFrVyXtOFS0osE,289727
Stay,Monrroe,0.519,0.699,-6.538,0.0484,0.0026,0.729,0.119,0.0382,174.987,4bwRAPdSdJdg6n6RW98r0S,375446
It Means Nothing,Phase,0.528,0.911,-5.059,0.0436,0.00441,0.89,0.107,0.0618,175.011,12ZEnliWwLsTMQBvjkqlBs,274286
Tunnel Vision,Loz Contreras,0.506,0.944,-5.787,0.0486,0.00128,0.628,0.15,0.418,173.982,1LwnuKHKP5aiQLcayuhmXX,333201
Back To You,MUZZ,0.385,0.984,-2.36,0.0835,0.00116,7.49e-05,0.258,0.151,175.054,1zRKfy13eayWiGfMgxqJo4,353861
Whatever I Do,Cartoon,0.484,0.874,-2.276,0.0487,0.0792,0.000462,0.0863,0.454,173.929,7HcZO1dultTkxUfeiSiUSo,229761
Vagrant,Feint,0.429,0.737,-4.788,0.0431,0.0216,1.41e-05,0.12,0.297,174.987,60ZVMfXhPnUPgV1TVYf8VI,268571
City Needs Sleep - Fox Stevenson Remix,Priority One,0.452,0.905,-4.252,0.0491,0.000494,0.826,0.102,0.303,174.986,07DakmL1JIWI4bBd3V4pTC,247274
Regrets,Fliwo,0.33,0.962,-2.568,0.135,0.000981,0.355,0.643,0.18,174.116,46VmJMdkd9v7EdaQlbtjk3,294414
Dawning,Monrroe,0.491,0.56,-5.171,0.0351,0.0406,0.867,0.091,0.0987,173.966,6rxKd7phX3NvDM5fknamOK,324723
Don't Let Go,Raise Spirit,0.431,0.848,-3.462,0.0406,0.0276,0.925,0.694,0.0293,174.007,7u9IePqbTf4GEvp7eKe1u5,307153
Unreal,T & Sugah,0.283,0.989,-2.17,0.0482,0.000209,0.226,0.349,0.459,173.935,6OyQQe85tsameahOfHuGEX,262704
Sweet Surrender,Rameses B,0.437,0.958,-2.342,0.0551,0.066,0.117,0.159,0.546,174.974,4LMnB5N6XoscNBCOoF4sJo,256722
Raccoon City,Aether,0.56,0.687,-3.983,0.0411,0.0304,0.00669,0.0609,0.0383,174.92,1KqcHZZKB8oTGdJj3a0OJQ,226925
Flight Path,Actraiser,0.374,0.942,-3.793,0.0565,0.0439,0.849,0.0716,0.0842,174.067,5GM7A3EvKhzf0Y12IjfvDR,431216
Rollercoaster - Maduk Remix,Low5,0.578,0.893,-3.629,0.0472,0.0555,0.04,0.0551,0.475,174.017,04RPW3SiFpfHUm1lBGS0XL,293534
Made Me Feel,Cartoon,0.549,0.764,-4.265,0.0392,0.0359,0.000158,0.25,0.197,174.034,6UsWzEcM9qoBKRaXx7XYB7,254913
One Day,Cartoon,0.569,0.891,-4.739,0.0492,0.0753,0.00182,0.118,0.509,173.956,0pBwYEKOC9EX4KM5wMcLOv,237315
Eyes Wide Open,Ownglow,0.476,0.891,-4.283,0.0358,0.000589,6.61e-05,0.103,0.289,86.981,16gyrzAqVCAut8zKLshfV4,237241
Paradise,Fred V,0.592,0.764,-5.161,0.0504,0.000118,0.0465,0.169,0.459,174.027,7G8V7XthZaXVLqSOw2mBVL,289750
Around the World,Indivision,0.368,0.971,-2.917,0.0658,8.17e-05,0.365,0.366,0.431,173.949,4GRlJGMfZNuKIkWH7J04vt,320065
In My Head,Fred V,0.511,0.954,-4.005,0.0415,0.00501,0.899,0.458,0.315,87.013,7jtMW5fXRrGt5KrdgY3aoo,309000
Delight,Dimension,0.508,0.895,-3.345,0.0415,1.45e-05,0.883,0.0653,0.0742,173.998,0ycsrR7k29RWSXK1HIODSF,317500
Epiphany,TwoThirds,0.612,0.806,-4.817,0.104,0.00214,0.283,0.0991,0.277,175.003,12qWEsGz0Yrs4hTX3wNow9,427500
Horizons,Feint,0.277,0.69,-5.609,0.031,0.00296,0.508,0.153,0.287,85.965,5RKofYwAeVn5CpA7rsYqrC,286140
The Journey,Feint,0.48,0.626,-6.277,0.0541,0.00281,0.0223,0.172,0.227,172.026,77kZWzw1b3PDcap5091YpB,346000
Nothing Is Older Than Yesterday,Camo & Krooked,0.442,0.971,-3.217,0.0616,4.41e-05,0.908,0.231,0.251,175.03,0pZVQfcOKQtOdcw7nxeSNK,316800
Memoirs - VIP,Rameses B,0.61,0.645,-6.485,0.0396,0.158,0.889,0.448,0.506,169.973,0jORy3mr0UA6uW9IUkgfep,328649
Higher - Original Mix,T & Sugah,0.375,0.848,-4.465,0.0644,0.0104,0.00619,0.111,0.137,173.977,4oBizZ66iW7FeYzG9AxzUI,272143
What will it take - Original Mix,T & Sugah,0.503,0.927,-3.284,0.0466,0.00113,0.0635,0.151,0.182,174.038,6wALuvtD1kDMsSDkEld5It,252151
Higher - Radio Edit,T & Sugah,0.441,0.907,-4.187,0.0531,0.00757,0.00574,0.156,0.196,173.98,0bUL3oIUAPlzDtiVq5890w,228995
Transcend - Original Mix,Rameses B,0.42,0.801,-4.601,0.0597,0.0171,0.583,0.0916,0.104,169.941,3eFCdnutv1QZF9GAvfE1fA,337812
Bandit,Woody,0.395,0.887,-4.842,0.0431,0.000578,0.907,0.104,0.18,174.025,4W9qz4DrO3MfpDZy45xK6k,309655
Anyone Out There - Maduk Remix,Stan SB,0.434,0.883,-3.52,0.0377,0.00251,0.00048,0.12,0.0761,174.99,2SxOF13iIiydiQlgnm1yJ9,266057
Promises,Feint,0.364,0.943,-4.532,0.0435,0.000147,0.956,0.0845,0.14,173.98,4ZUdEOKrrXIm9wU2GZ4hEM,229655
Baby It's You - Original Mix,Loz Contreras,0.506,0.919,-3.379,0.0699,0.0114,0.68,0.417,0.374,173.953,76KZOVWjUNzLzkP3VlmWod,291810
Hope,Rameses B,0.69,0.959,-4.543,0.0643,0.122,0.689,0.101,0.363,175.022,09WeHrJr5VjHBLslz1zQga,295000
How Do I - Maduk Remix,Strife II,0.514,0.954,-1.777,0.0453,0.00186,0.887,0.0832,0.334,173.973,2RxDi3wLRUgFz4hSkVFyqC,280000
Get What I Can,Stan SB,0.57,0.769,-5.331,0.0453,0.00111,0.0734,0.311,0.0453,174.998,7npY87m42a1zxqFhPvnYVh,293103
Let Me Feel,Submatik,0.523,0.948,-4.286,0.0448,0.0219,0.251,0.0809,0.12,173.988,0fTiz5HfrYNVChjgRNfQWk,272586
So Strong,Fliwo,0.499,0.945,-4.457,0.0388,0.00101,0.872,0.263,0.889,174.001,2lbRB7lucmPYu7kU8mL05t,291724
Exposure,Melo,0.534,0.907,-4.327,0.0455,0.0164,0.832,0.482,0.0388,174.026,2208QaK8dFLmE9Jlm8kr1x,313448
Believe,Maduk,0.475,0.912,-4.829,0.0405,0.00127,0.0447,0.067,0.414,173.999,3rAj0vPoOuqTL8NFdOOy5l,245337
Good Lovin - Maduk Remix,Perky,0.516,0.875,-4.946,0.0348,0.000432,0.623,0.0836,0.11,174.039,4tGxw04cTJfpoDesFdIYbl,266622
Avalon,Maduk,0.541,0.748,-6.656,0.0377,0.00594,0.787,0.0539,0.194,174.028,2IMkbJNFgSHbQdA0EpJP5m,315790
Levitate,Maduk,0.459,0.917,-6.486,0.0406,0.00037,0.868,0.0691,0.483,173.005,1T17k2SQVzEwpIFe9ZIImN,340578
Homecoming,Memro,0.458,0.946,-3.972,0.0398,0.00387,0.793,0.115,0.421,175.024,6CZ7WwFATVGOh7WpHG3q6j,384004
Emotional - Draper Remix,Flux Pavilion,0.309,0.932,-3.213,0.234,0.0059,0.15,0.234,0.291,174.98,6RokHwAEP01GpNW1SDOztZ,223938
The End,Maduk,0.456,0.939,-4.402,0.0487,0.000603,8.37e-06,0.0463,0.404,173.999,5PAO1KWruUA0lSCJwBjFBu,295172
Along The Road,NCT,0.396,0.882,-4.79,0.0678,0.00294,0.00117,0.0781,0.161,174.006,5Ib3O7js3ukLxqz1xcVObF,264828
Stand By You,Maduk,0.454,0.887,-7.234,0.0577,0.00577,0.00402,0.166,0.131,174.074,1PvZK9rWU1QShTA4dah4fs,236897
Don’t Forget,Maduk,0.666,0.848,-6.768,0.087,0.0583,0.725,0.261,0.167,173.992,3NR16CZq1qms0GxPMlJr6J,249569
Little Bit,Sethh,0.449,0.839,-5.162,0.041,0.00787,0.0,0.0439,0.325,174.002,3BnyHLPAZp72ytRov0lzVX,307586
Your Love - Mob Tactics Remix,Dodge & Fuski,0.482,0.989,-1.747,0.0506,0.00157,0.393,0.325,0.305,174.057,1JjWe1f93EoPnKrvYXSKiy,274473
Long Way,Madface,0.419,0.933,-3.082,0.0431,0.000259,0.829,0.143,0.124,174.012,23A3ltnw7Q1vpI9MncZrPA,300773
Light and Blue,Itro,0.56,0.668,-8.292,0.0998,0.286,0.00242,0.0638,0.291,160.021,0ZC8LZQMnXu2mzr1IwtZI7,190563
Light And Blue (Polygon Remix),Itro,0.435,0.981,-2.974,0.0458,0.0019,0.779,0.751,0.453,174.012,3NgFxKyRO7A6ak0JG9d6b5,211905
Just One Second - Apex Remix,London Elektricity,0.427,0.838,-7.443,0.0451,0.000464,0.00171,0.114,0.157,172.951,11IS9sbmnAqSdLQaEvZGbb,377840
Lifeline,Loadstar,0.334,0.752,-4.188,0.0464,0.00515,0.00484,0.155,0.155,86.16,0MbCVz594pFBU5Ukgyq0JT,191243
Secret Agent,Netsky,0.629,0.666,-6.821,0.0843,0.00359,0.0433,0.0771,0.264,176.035,2Na4DjiEtjBSVZ7eGHZkpt,333947
By A Thread,Mediks,0.391,0.925,-5.152,0.0365,0.00602,0.0998,0.0585,0.138,173.99,5XIVnow02xlkHwxETQ3Lnq,276000
Sweet Lies,Wilkinson,0.506,0.941,-0.938,0.0762,0.0124,2.54e-05,0.142,0.116,174.007,6YNQNR6E9AeCzWi2JYi1n2,207587
LK Feat. Stamina MC (Carol Carolina Bela),DJ Marky,0.651,0.932,-6.459,0.0686,0.0125,0.426,0.212,0.966,174.008,2EiazSYyCSlBEKED2EvysD,329747
Control,Matrix & Futurebound,0.511,0.897,-2.087,0.0324,0.218,0.000142,0.573,0.369,86.994,3aE4H40sir4lVzMG7MxYBj,228969
Happy Alone (feat. V. Bozeman),Matrix & Futurebound,0.486,0.866,-2.625,0.101,0.039,3.82e-05,0.0873,0.471,174.097,5sFYjo89wncf6tiGOIpfRP,212015
Altitude - Maduk Remix,Memro,0.492,0.874,-2.887,0.0363,0.000559,0.85,0.106,0.376,175.051,3ppQQMziVvT0cw8AsOuAfn,270514
Switch,Fliwo,0.434,0.984,-1.309,0.124,0.00211,0.749,0.612,0.331,174.041,2z2pRKJ7FGoSTDPqlKeZUC,310345
Hypnotize,Fliwo,0.465,0.945,-2.485,0.0383,0.000248,0.351,0.289,0.463,172.044,0pafvilZQMJ5qiSAFFz8Dz,275351
Youniverse,Modest Intentions,0.459,0.83,-3.034,0.0431,0.000116,0.858,0.19,0.094,174.037,3bpOuOwTKHOS8gkGstVUp1,348457
Sanity,Blue Marble,0.508,0.856,-3.481,0.0448,0.0043,0.000271,0.141,0.064,174.0,6bHD3AB89I4ejw5L0P0pyt,190459
Into The Blue - Instrumental,ALB,0.652,0.974,-2.979,0.0536,0.216,0.798,0.149,0.216,174.021,5pv9XNFAbauTOKxpdB8ww7,380376
Questions,Modest Intentions,0.543,0.875,-3.985,0.0366,0.0644,0.0458,0.131,0.266,173.965,16Knf04y40XzlTwAQP2sHK,271718
Mind Less,GLXY,0.536,0.877,-3.869,0.0657,0.132,0.0264,0.162,0.22,174.115,2oGLUgHKOnuRhAiucmSd2Z,189263
Touch,Hybrid Minds,0.582,0.821,-4.304,0.0497,0.0354,0.121,0.083,0.0373,86.013,2jtlU6H5C9WFB0x72f6YGo,313562
Inside,Hybrid Minds,0.396,0.769,-3.432,0.0365,0.00501,0.796,0.135,0.134,175.001,6BkW2GQOQ85ZS2Sc2OGMWL,307258
Angels Come Down,ALB,0.631,0.987,-3.637,0.0725,0.00143,0.855,0.0988,0.313,173.969,5EfCRamZlzdRsHo2pn3ylM,360803
Tramontane,Boxplot,0.433,0.896,-6.155,0.043,0.00316,0.872,0.363,0.0659,174.073,32sr9v8TJpWwAglDU1ykmU,281379
Effloresce,Boxplot,0.525,0.811,-6.415,0.08,0.00558,0.892,0.344,0.378,174.005,4UK1HjCd6UOPTIMLjfBW4b,364138
Clouds Rest,Boxplot,0.429,0.956,-5.011,0.0437,0.000587,0.868,0.154,0.198,174.046,5DGIPnt1d3eS2M7zH0QEPn,297931
Thunder,Dualistic,0.557,0.911,-3.677,0.049,0.0341,0.382,0.15,0.399,174.015,3CZ6WRZLwurMrpKBEMywb5,302124
Between Sky & Sea,Flite,0.365,0.926,-4.956,0.0441,0.0216,0.922,0.0687,0.0531,173.998,62L2PaETBJ7gf0xWQ6Tz3Y,342152
Take It In - Hybrid Minds Remix,Feint,0.538,0.716,-3.603,0.0442,0.00493,0.0596,0.767,0.0372,175.003,16kNu6Vl0lArnb5snPaSSS,320914
Feel Good,Blue Marble,0.483,0.832,-4.431,0.0331,0.00568,0.85,0.488,0.249,173.032,3oknOXqP5dCygDLqDpP1i1,219291
Dawning - Technimatic Remix,Monrroe,0.643,0.758,-4.262,0.0576,0.129,0.44,0.0736,0.321,174.016,1NoILqqJpRvuZQDKqUDCge,264828
Horizon,Edlan,0.623,0.903,-3.841,0.102,0.216,0.939,0.0758,0.377,174.059,7yXasjpiQNNbNgoUNvtBS3,272903
Station Six,Dualistic,0.444,0.71,-4.651,0.0347,0.00856,0.826,0.177,0.0637,174.035,5xvzmk4Qb9ECZ56B27WUhX,300170
Winters Touch,Monrroe,0.577,0.78,-4.615,0.0543,0.000363,0.864,0.091,0.197,173.983,4a9OeRP02imYnhUZR6m2FT,364138
Connection,Humanature,0.702,0.978,-3.102,0.062,0.000213,0.917,0.151,0.3,174.01,7gfBbc97FPztPc96KPJQep,324224
Beats Still Own The Rhythm - Pola & Bryson Remix,Bachelors of Science,0.506,0.799,-5.004,0.0413,0.000702,0.885,0.114,0.0376,173.983,7Bdj1FrVjjgvGXteo2KZiA,342069
Autumn Plains,Silence Groove,0.622,0.942,-4.335,0.0531,0.00731,0.891,0.0678,0.215,174.013,3ucYMNGYZB49itHmWhtE6K,288368
Save Yourself,Nelver,0.488,0.927,-2.97,0.0493,0.238,0.862,0.112,0.103,174.983,0e45SasMBTAzFgUZW2Evyu,333906
Apple Tree,Nymfo,0.648,0.706,-5.604,0.0447,0.104,0.0913,0.318,0.0971,87.017,3DrZFphpoxDnFFsFn8Xyac,269431
A Million Colours,Shiny Radio,0.668,0.942,-2.925,0.0574,0.00941,0.9,0.0515,0.479,173.985,2zSnPn05ybzh8xekwoMZRQ,358621
Stranded,Rameses B,0.503,0.743,-5.686,0.0443,0.0371,0.886,0.117,0.128,173.965,37FbxDOpG4JDd3e3qqjCbE,297931
Glow Worm,Actraiser,0.533,0.915,-5.7,0.0448,0.000529,0.86,0.095,0.13,173.98,1ZGTRHfJfYls58FS8xgwKh,360000
Echo,Phaction,0.656,0.85,-3.996,0.0646,0.00148,0.894,0.139,0.185,174.018,6fHodMW0iJWfqH0stQOByQ,313103
Mirror Signal,Feint,0.364,0.941,-1.505,0.0464,0.000922,0.495,0.0999,0.149,86.994,0ZUunEPynfG6WHSaSb50Rj,258621
Ember - Hybrid Minds Remix,Camo & Krooked,0.418,0.747,-3.278,0.0332,0.00161,0.838,0.073,0.0673,175.017,009FZJM0NTqKi59JjkhxPl,342857
Falling Apart,Monrroe,0.478,0.719,-5.725,0.0486,0.0102,0.0808,0.123,0.139,169.973,0s8JNYdKD4bBOFvcMFC7DM,417882
Midnight Hour,Monrroe,0.651,0.946,-4.986,0.0571,4.65e-05,0.886,0.0878,0.0953,174.007,3mFdqhDjORRJDxOwjuJugz,331040
Distant Future,Monrroe,0.51,0.668,-6.312,0.0505,0.00166,0.25,0.0998,0.0563,173.997,15LrB4gwqJWf854LlZX82U,353103
Warmer Days,Monrroe,0.505,0.44,-8.368,0.0317,0.0136,0.91,0.104,0.0365,144.012,4YflvQ9jBaYg8huoRXanFB,337288
If Not Now,Monrroe,0.517,0.74,-6.382,0.0502,0.00325,0.88,0.0983,0.0389,172.032,4l75jTt3l96kAuI3jtQzej,318899
Nobody To Love - Radio Edit,Sigma,0.441,0.921,-3.32,0.0436,0.000526,6.34e-06,0.177,0.182,175.001,2jsmSLoX8y0h6k4YzDCFH1,189720
Mystic Sunset,DJ Marky,0.566,0.988,-4.348,0.0731,0.00331,0.744,0.0812,0.841,174.007,6DYSo8I61kRkrlJt5NetLw,325833
Got Me Thinking,Maduk,0.51,0.891,-4.96,0.0411,0.0138,0.000793,0.0966,0.41,174.994,3iKBtYoamggdtSbDL9FUCa,212914
Better Life,Danny Byrd,0.499,0.955,-4.338,0.0528,0.0166,0.0643,0.243,0.167,174.965,40doFwPlZbLD8yU4Xr8pLs,267491
Stay - Maduk Remix,Delta Heavy,0.433,0.952,-3.233,0.0528,0.00416,0.000995,0.0351,0.409,175.899,42QJ7iyl66MSJh5szVe4sF,223821
Pull The Trigger - Maduk Remix,Flux Pavilion,0.491,0.941,-2.893,0.0469,0.00052,0.000597,0.0289,0.202,174.943,3goATFLkdhWjLeeyMQAQ3R,222774
Back to the Street,BCee,0.599,0.892,-5.773,0.051,0.0153,0.0517,0.0762,0.209,173.96,5Ekdfu0XeYUnd1vex3jwsd,295172
Melange,Fox Stevenson,0.451,0.917,-2.69,0.0572,0.00129,0.785,0.146,0.468,173.96,4wLDdX0K1PeOT9e55ganIg,201552
Take You Down,Fox Stevenson,0.478,0.862,-3.156,0.0588,0.017,2.62e-06,0.501,0.45,174.021,4bJpdznQXEeRE1xrn69nMU,223448
First Light,Humanature,0.503,0.757,-4.032,0.0387,0.00157,0.913,0.311,0.0383,173.964,5ugIjF6bS14MJ4WwvyP9LZ,277421
These Days,Bert H,0.425,0.594,-8.359,0.135,0.111,0.0844,0.0713,0.0384,174.025,3Imbo4Q0jb6wF12QWFRg6e,289332
Alkaline,Pola & Bryson,0.582,0.84,-4.797,0.0477,0.0141,0.72,0.0787,0.115,174.031,2ch3cSsV6oZwLZWZBVYUTg,313473
Afterglow,Wilkinson,0.516,0.915,-2.498,0.0562,0.0228,0.000789,0.125,0.0398,174.032,6LW3Z1GqbL78TIjfDyg4zp,225172
Take It Up (with Sub Focus),Wilkinson,0.408,0.899,-2.838,0.0908,0.00419,0.00123,0.333,0.38,174.065,09eIoXFPSIvxAmfZjIA6qG,184761
Garden - Calibre Remix,Totally Enormous Extinct Dinosaurs,0.73,0.349,-8.837,0.131,0.0478,0.898,0.124,0.753,174.03,6HRa9FtX8ifjQmA3XFBXan,358976
The View - Calibre Remix,MC DRS,0.672,0.748,-6.744,0.0725,0.0203,0.677,0.0875,0.165,174.012,2lybuq8kQnhl6p2bsNSRAV,395633
Mr Majestic,Calibre,0.48,0.925,-5.748,0.0513,0.00028,0.543,0.486,0.179,173.044,0wrg4FXpFKz1y1tYsZPJOw,321440
Tapestry,Hybrid Minds,0.411,0.704,-4.328,0.0349,0.00791,0.817,0.116,0.0391,175.071,7oVAVtlK9frnRZ0e1CWnFn,341419
Watch It Burn,Camo & Krooked,0.349,0.868,-4.258,0.0519,8.23e-05,0.0,0.619,0.151,174.163,1LowOq3Ipndg1XC1Dcm7lX,208931
The Words I Never Said In D&B,Mage,0.554,0.763,-4.402,0.0363,0.0266,0.15,0.0996,0.426,172.036,6F2JQL8ik5Df4ovnlBvyb5,318703
Don't Be Afraid,Maduk,0.133,0.941,-2.001,0.0446,0.00622,0.553,0.0872,0.0862,174.848,5hCFc82L5uFOR0nlQpFKyX,256114
We Won't Be Alone,Feint,0.377,0.858,-4.9,0.148,0.134,0.00185,0.0985,0.117,174.751,3AayefDdUFxivRs79bX7kV,234475
Headwind,Nelver,0.564,0.928,-3.397,0.0619,0.735,0.934,0.0468,0.278,173.966,3q8f1VZOYTankTgdSDwyF4,356864
Out Of Touch,Nelver,0.357,0.95,-2.698,0.0448,0.0783,0.897,0.158,0.326,174.049,4YAKlVOPfdoeOMh6Y5TLSP,358204
Second Chance,Nelver,0.511,0.963,-3.395,0.0582,0.12,0.859,0.107,0.177,87.493,2Sgv5xrCYjhnwQYKiquFHf,358835
Whatever I Do - Feint Remix,Cartoon,0.515,0.877,-3.906,0.0644,0.00836,8.09e-05,0.156,0.317,174.059,2qNk3ta20XjhrLDCJRjBwn,244431
Take It In - Instrumental,Feint,0.366,0.925,-2.572,0.0415,0.00113,0.934,0.208,0.128,174.958,0ihC2yqLwCglAjZNzDDSdp,245646
Celestial City,Aperio,0.549,0.88,-5.237,0.0281,0.158,0.935,0.364,0.0358,139.993,6BudDSzmev8NZWGND78cfp,289919
Seattle Sunrise,Aperio,0.548,0.837,-4.545,0.0371,0.0776,0.91,0.141,0.108,87.499,4xPRuwWDviQ78nhkxD1XhO,288471
North Star,Aperio,0.666,0.834,-3.685,0.0747,0.133,0.592,0.101,0.373,172.013,1Xlr70JGQfGsQm4TWO2Efz,249971
Space Romance,Aperio,0.554,0.844,-3.135,0.0313,0.182,0.921,0.174,0.292,87.51,2xp7VQUehmnBhiktsT5Dhx,271746
Without Me,Polygon,0.491,0.96,-1.981,0.0342,0.00011,0.888,0.0963,0.0383,130.502,72RA6zRTejirr9fgDlnjHL,292759
Fly Hiya,Insomniax,0.516,0.866,-4.816,0.0519,0.00414,0.122,0.172,0.0433,174.003,5zeJdfyBcAsbThjXTNo3wE,298277
Safe At Last - Bert H Remix,Kori,0.561,0.783,-7.581,0.127,0.0129,0.589,0.304,0.123,174.981,0vXq3Pri8D1Laj9HbJ69D9,292371
Luminance,Phloem,0.407,0.784,-3.097,0.0331,0.0128,6.35e-05,0.0332,0.188,175.038,3J9Bp9KppkPpCAxICcBcRa,334829
Sunroad,Flite,0.505,0.929,-2.603,0.0411,0.00432,0.838,0.0843,0.177,174.004,0d0vd1ndYDumq1P6Ymvmjp,288402
Blackhouse,Bert H,0.74,0.587,-6.454,0.0758,0.000822,0.717,0.061,0.0993,87.02,3qe6NUmtNyw6JFdsoXZ7lA,275873
Rush,Blooom,0.609,0.81,-4.192,0.233,0.018,0.00806,0.042,0.573,173.979,1JagFvI0nrx4xy0xdslSZl,264157
Wild Child,Cyantific,0.555,0.906,-2.301,0.0486,0.0273,0.0698,0.26,0.286,173.96,2F7sq1qp2MWZrl8LjUvHCm,232414
Promises,Itro,0.55,0.876,-4.329,0.0459,0.0173,0.0311,0.069,0.34,173.977,7K6HTWn8bRfaN7NNwiSvBN,184450
Slap!,Dossa & Locuzzed,0.6,0.843,-2.58,0.061,0.00471,0.0882,0.0819,0.349,174.942,0fYruz9yqmcaqnmGNoOZtE,308000
Miles Apart,Maduk,0.646,0.73,-3.469,0.0427,0.0534,2.92e-05,0.0848,0.142,86.983,4mOruFExKKkCjne0MplZXv,240000
Long Summer,Ekko & Sidetrack,0.375,0.881,-4.901,0.063,0.0014,0.119,0.293,0.0399,173.989,2sn5coh6Wg2YkNPucuRswe,262155
Your Eyes,Andromedik,0.494,0.874,-2.801,0.0504,0.00215,0.00152,0.0886,0.221,174.027,2OHrbVio0pu4bZzzYwYrpJ,259310
Out Of Love,Lexurus,0.402,0.952,-3.823,0.0389,0.000502,0.338,0.187,0.0877,174.002,7kExTuluhmf6ZrVY7Fp2lu,263853
Whatever I Do - Feint Remix,Cartoon,0.515,0.877,-3.906,0.0644,0.00836,8.09e-05,0.156,0.317,174.059,6lbw2aJxH2wo4zqmpbh1Wh,244431
Liquicity Drum & Bass 2018 Album Mix,Various Artists,0.485,0.863,-5.309,0.0445,0.00265,0.0251,0.307,0.206,175.016,2Uu8DbfinN283AkOz8U9wF,4062353
Elements Of Mind,Aetherial,0.618,0.824,-4.585,0.0549,0.00268,0.877,0.0529,0.0598,86.982,48dwW7AecoLByEnq552ZAm,298131
Cold Tears,Aetherial,0.6,0.861,-5.605,0.0719,0.0138,0.881,0.122,0.041,173.969,0kvMDB9iAdONZvhUUXa6v6,292614
Kismet,Hybrid Minds,0.565,0.83,-4.537,0.0406,0.0122,0.708,0.22,0.104,86.022,6iM96NyBg2rmoL1caQXCOh,353686
Drifters,Feint,0.395,0.912,-4.092,0.0428,0.0475,0.203,0.133,0.174,174.048,5wWrVP5z7uV6ZtRN4RPfgw,259310
Days Go By,High Contrast,0.593,0.669,-10.564,0.0583,0.000924,0.727,0.0671,0.956,172.736,4KOtjbxUBYgw1mYfwV04jl,400380
Lost on my own,T & Sugah,0.423,0.975,-5.104,0.079,0.000318,0.682,0.112,0.321,173.982,1eiTzMJfjViuOX1TA3ySuW,264828
Story,Rameses B,0.448,0.963,-2.302,0.0974,0.00346,0.00437,0.101,0.312,174.011,4n6cj357tjkQrxC7RELNjS,232480
The One - High Contrast Remix,Jorja Smith,0.581,0.802,-4.801,0.171,0.00125,0.27,0.136,0.492,172.995,0vGjoADTYfGVewMe6sb34y,302000
C U Again,Mikk Mäe,0.511,0.863,-1.208,0.0625,0.0223,9.58e-05,0.18,0.138,175.045,5B2KdpqWRwcnO2Cfxh7MSX,202971
Spoken,Etherwood,0.637,0.894,-3.408,0.0584,0.153,0.823,0.0346,0.428,172.964,6tWpaPLTjqmZc1SmH6mNRh,352714
Clouds in Commune,Memtrix,0.469,0.842,-3.253,0.0637,0.0175,0.196,0.349,0.239,174.037,3mxE8TfkRxq876pAzbOOwf,262791
Figure,Koven,0.466,0.854,-3.28,0.0462,0.00559,0.0016,0.187,0.185,87.048,0pBb4oHI5iVLAvmjzSHaBe,221616
For Good,Smooth,0.448,0.925,-4.339,0.0443,0.000527,0.882,0.0693,0.648,173.976,3SFPNzxW8uoEcodNiobbnf,274929
Creatures (DNB Dubmix),Smooth,0.377,0.95,-3.029,0.0491,0.000714,0.894,0.313,0.0981,174.027,0sT1cHXydqpBdgs9GGVRk5,265635
Route 66,Oakwite,0.555,0.992,-2.222,0.0548,0.00128,0.886,0.365,0.31,174.007,4Sr8bdxMNv7ZrgtqJjsgw9,223648
Begin By Letting Go,Etherwood,0.612,0.499,-6.904,0.0546,0.127,0.184,0.146,0.0398,173.021,2CRx925YeUuCmXnb76IGZb,261901
Spears,Dawn Wall,0.494,0.808,-6.585,0.0428,0.0244,0.863,0.262,0.105,173.986,7dgLWx5S5G0eehexaKY5qR,260748
Don't Say,Andromedik,0.376,0.907,-8.605,0.0606,0.00068,0.241,0.0601,0.0437,174.02,0mLfNtlYlLACtV9danUDP7,233807
Always Fading,Demigroove,0.502,0.844,-3.894,0.0367,0.0957,0.132,0.122,0.212,172.005,4FE18fhMD73oKIUKTQcABJ,368572
