song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms
Skate Home,Lomme,0.664,0.107,-18.134,0.0555,0.909,0.954,0.115,0.162,141.858,5s27VHZCHUhdn2KNQnBhnx,142223
Bubbles,abovus,0.759,0.132,-22.401,0.037,0.964,0.96,0.0987,0.151,130.063,6P9FFFGtO2xp71sYjO6Yq4,132923
Hope,run2me,0.74,0.161,-15.458,0.106,0.75,0.909,0.118,0.272,83.023,153ikHLHd0r3dhycyYuLfn,132706
peace at midnight,harrylofi,0.75,0.135,-11.755,0.071,0.935,0.923,0.098,0.342,75.006,1KfA7CY934KLIyML4sSPgw,157219
Kamarina,Flat Ruy,0.592,0.264,-12.954,0.0433,0.736,0.281,0.118,0.323,135.902,6KVQNDDIEqAoJ6ZteoNG7m,127053
Into the woods,Dpsht,0.684,0.378,-12.869,0.0414,0.788,0.91,0.0977,0.327,128.127,72qa1fzwLsm1dOeP9jSDmZ,122919
Time - Birds of the West Remix,Karmacoda,0.58,0.462,-11.707,0.037,0.659,0.677,0.102,0.074,83.018,1kl3d9lcw2OaIx1I3JmfLS,179277
Nature Boy,L.Dre,0.701,0.285,-9.346,0.114,0.879,0.771,0.108,0.0389,85.001,4ESfG6sY4D1xeTsrYevXwx,135529
scenes from another life,Osaki,0.562,0.17,-13.14,0.0463,0.926,0.692,0.11,0.111,69.999,29ZdsH6u53GwzmPeGpKyUv,154286
Sweet Harmonies,Banks,0.633,0.163,-18.103,0.0328,0.913,0.868,0.165,0.113,115.981,6I0ri5qtbwAl0STxMXuMZo,178341
Finding Comfort,rwethree,0.361,0.177,-22.788,0.0383,0.956,0.906,0.126,0.137,59.911,5mysc5FXOTidy1a4vAnH2S,120250
Multiverse,Glow Down,0.662,0.0922,-19.141,0.0879,0.979,0.946,0.111,0.363,88.009,1eNDyRFLcuozAqujBKXIO6,152727
mararun,m3lly,0.453,0.305,-14.073,0.0805,0.905,0.924,0.104,0.141,172.625,2nG9Kq8al1Y8CwuikqWXut,126393
Paper Plane,Kid Kio,0.602,0.382,-11.869,0.0382,0.878,0.946,0.101,0.112,149.916,7C3jWjgrThp6qP0KS6zZwy,128100
Ghostboy,mëow mëow,0.571,0.161,-17.511,0.0324,0.925,0.927,0.111,0.0528,139.889,3gTqbgP4Kq4i1p27vCpiL8,106286
"right now, huh?",shapeofbeatz,0.709,0.146,-18.883,0.0342,0.492,0.904,0.126,0.192,90.065,3O1LaaHCHuombngwVBOOlE,133736
ambar,tres islas,0.839,0.153,-14.561,0.237,0.148,0.874,0.146,0.329,142.008,0VOuTIdSvi1JdrbUA79hLs,141972
Pink Elephants,Timestreet,0.55,0.199,-19.384,0.0592,0.952,0.886,0.0966,0.318,139.999,6Owf9tXo9S2GZiVDXG7xrK,171429
it's messed up right?,Yoga at the Disco,0.592,0.304,-10.589,0.207,0.967,0.922,0.105,0.443,69.109,5lxMPRkYu1S9q9lbjMBRFU,130652
arabica,Etnosol,0.593,0.621,-9.602,0.0326,0.00921,0.91,0.114,0.711,169.661,2GMsAl86ZMn6G057Rpah0n,90353
Hidden Village,Slacker Jack's,0.678,0.324,-12.405,0.0333,0.874,0.935,0.14,0.307,160.026,1XlLmcGawSaHSysOg5YPbq,157272
garden bed,orcanite,0.528,0.201,-20.009,0.0594,0.934,0.912,0.0949,0.147,129.945,1l52MnASg7swhbLFtBhVJb,115339
City Cowboy,Dusty Rode,0.83,0.0703,-22.222,0.109,0.13,0.579,0.0816,0.584,156.02,4db1sFeaFrSCtPYzKtwabD,139538
Summerheat,LelleXCX,0.66,0.177,-19.726,0.0584,0.884,0.92,0.0794,0.77,78.014,5u6VZLh8SRuyuCRm6QAaDE,123077
holibay,breeze inn,0.662,0.361,-15.571,0.146,0.915,0.884,0.107,0.197,82.617,59bssvn3WWvm7n8HlVDOuJ,116364
Random Girl,Akihiko Loft,0.667,0.379,-7.411,0.142,0.938,0.906,0.0995,0.537,180.02,4Gd2D4u0EJvg6FZfyuCLmv,106667
Midnight Heart,Syzygy X,0.706,0.239,-12.889,0.0313,0.904,0.842,0.113,0.217,142.013,1MbYPlwWJJ5xYeBt3Yv186,141199
Shimmer,Chimes & Diamonds,0.684,0.224,-18.082,0.0428,0.0908,0.914,0.106,0.182,108.032,79FvTJvLURJtsgbaD0JbEx,168333
fotka,Dan Betz,0.629,0.0545,-15.383,0.056,0.874,0.871,0.104,0.29,68.001,6Xtcf7QFYmF4ye41fkpOh9,121772
Sleepless Night,Slowheal,0.663,0.231,-13.2,0.0335,0.965,0.938,0.109,0.111,69.932,19E1JLs1HA9og77YVVLenA,109714
Picnic,tezpu,0.639,0.208,-15.922,0.249,0.479,0.948,0.107,0.302,180.047,1EPxFjUEjsPRw7XM9Yo9I3,106667
raw paper,lazy ai,0.756,0.378,-16.682,0.053,0.141,0.49,0.128,0.17,140.002,09NBdMpEm7J661F6XVo1SD,123500
Sunny Day,B. Still,0.714,0.0622,-22.783,0.0736,0.75,0.914,0.137,0.236,79.995,00d0LL4djhlYxtx1GzwpRz,123000
Recovery Time,Jimmy Hill,0.641,0.292,-11.854,0.0376,0.293,0.784,0.0659,0.353,79.996,3wlyyrrECCUY4NHrzTuiMc,104562
Starless II - Spotify Singles,Bluewerks,0.608,0.313,-16.276,0.0377,0.876,0.922,0.248,0.202,79.92,139uZo8dlYHgVyMYN6bSXA,171333
Création du Monde,BluntOne,0.409,0.213,-13.748,0.034,0.594,0.928,0.108,0.062,167.39,4ZJFDEerMptTZzIbHQqnsi,121091
Mosquito,glenn.,0.783,0.466,-8.484,0.184,0.908,0.896,0.114,0.434,85.041,7rc25QCtoWgpMoS5QKXPhr,99882
lake hylia,Poetics,0.84,0.313,-24.095,0.0838,0.754,0.847,0.112,0.056,121.035,1DE2OTIUPBhBCmwrfSgnu4,111080
Upward Falling,Tamala Bay,0.647,0.186,-18.718,0.031,0.851,0.886,0.101,0.2,80.008,6YsXDpB5gqbNZiAIn8T4Ty,147000
Enjoy,Duos On Mars,0.615,0.345,-14.387,0.0467,0.811,0.864,0.0955,0.252,150.106,7feSrht6OcaDya6Un742qQ,110940
Keep It Calm,Flaminguez,0.652,0.326,-16.896,0.0508,0.944,0.835,0.106,0.2,140.269,7Lk97jmCy6NLGoMOCliR25,132447
Sidewalks,mago,0.784,0.223,-9.669,0.0595,0.143,0.871,0.0695,0.14,167.928,3NOKSBsL5amXGYBv8v60VM,130168
A new day,Kinissue,0.515,0.187,-21.546,0.0325,0.967,0.962,0.317,0.143,144.004,1NuOMDqfzQcf8UKH3UzRa6,152925
innerstellar,henry loops,0.438,0.0209,-19.115,0.0501,0.943,0.807,0.112,0.125,121.037,1XjXLbMacHjagjg1bkPYKE,144921
Eagle,Gloomey,0.621,0.128,-19.877,0.0341,0.979,0.899,0.106,0.17,128.178,7y59bf74fnWo54y3cSLBvx,190054
Acetato,Canapé,0.677,0.232,-15.726,0.0997,0.966,0.911,0.0878,0.354,78.023,3hMglYfaU4vIjgiM8PaQNZ,121538
Caramel Rain,Blackburri,0.46,0.33,-10.865,0.0736,0.909,0.863,0.234,0.29,83.558,7rH4Wp2iuM6ev0JiKMMor2,192411
Wonder,Lenny Loops,0.53,0.15,-19.224,0.046,0.816,0.942,0.12,0.251,144.003,6iK2WrascfMDaM8uxZNoF9,146667
Anana,Arlos,0.456,0.298,-14.953,0.0623,0.477,0.902,0.124,0.105,77.505,4TY0F64NzsNguy8p0I2Nge,201290
flat disc - Coffe Shop,wet by water,0.673,0.183,-16.714,0.0432,0.97,0.88,0.137,0.597,79.295,3dwL80oiNV7KBbihAgcmRZ,140573
Lost,Ptr.,0.633,0.16,-15.33,0.0576,0.905,0.931,0.103,0.486,80.032,30sDH0JNvR7SuLCzV1eLnr,147039
Settle Down,Wander Sky,0.706,0.145,-18.046,0.0342,0.939,0.939,0.111,0.171,120.015,5E0UCofV3u4xyjeG6C1VEV,128000
Bubble Dream,HoKø,0.685,0.177,-18.695,0.0412,0.943,0.95,0.174,0.164,97.057,5DNKpu4RZhapprbHELMXsQ,146385
Meeting Up At Night,Natasha Ghosh,0.632,0.391,-11.503,0.0293,0.87,0.892,0.11,0.09,80.013,1VSqMBcvU4vsgtcyBBGyag,177000
Early Morning,Blues Trip,0.699,0.162,-15.104,0.242,0.575,0.931,0.0987,0.36,154.088,4qq1E2knZzbOhROyJKHo6m,127059
Downer,whiteglass,0.718,0.148,-15.234,0.0868,0.838,0.862,0.109,0.167,158.107,0TPzDCw6QUzz3dYPeKpWT2,124235
Pitch-Sundown,Baseful,0.633,0.0725,-14.603,0.0445,0.925,0.868,0.0923,0.174,148.087,1TRUkFe2k2VQzvu9AOze66,145652
November Jam,Bauke Top,0.728,0.182,-15.908,0.0444,0.961,0.962,0.108,0.0679,89.998,7FQwK58IK5vKwEyLuZcsfo,118025
Sightseeing - Spotify Singles,Bluewerks,0.442,0.355,-14.568,0.0298,0.836,0.903,0.106,0.227,66.985,5vCEWn2vvZJo8zbCbvraAG,260534
Habitual,Sebastian Kamae,0.809,0.343,-10.838,0.112,0.894,0.949,0.0919,0.146,79.977,7mDJbmhpRNLdmSeqzl5PhB,114000
Elliptical Flower Arrangement,créature sonore,0.788,0.416,-15.208,0.12,0.919,0.925,0.104,0.294,83.012,1FBk5RrKGgjys9GdxFpM1S,120000
bulb,niff_,0.659,0.66,-11.516,0.0725,0.898,0.861,0.0874,0.549,140.25,5Atzb2RbMN2l8YKUElBiyM,125615
Glass,Prod. By Outtake,0.542,0.437,-13.757,0.0326,0.693,0.89,0.0999,0.33,80.023,2gx2bef7PMjgiygG3NXAx2,120000
Diving In,FREJA,0.616,0.226,-12.797,0.0567,0.947,0.936,0.111,0.457,82.02,34rgBVC2wMRJcP5xQd03zQ,116341
Endless Trial,pipetiger,0.743,0.0699,-13.97,0.0563,0.905,0.763,0.111,0.496,80.023,6khoEFdFHEJvKpEqjscyXc,108073
Lights,Hiyo,0.728,0.0754,-17.671,0.065,0.509,0.926,0.0665,0.208,147.853,4MlmBmPtPM6s9Cfam4Atu2,129730
Si Fueras Tú,Marcelus Airlinez,0.815,0.208,-13.089,0.154,0.569,0.862,0.0772,0.484,87.971,1rOmWRo4B1x51otyJmWhq4,170455
Distance,Towerz,0.513,0.0632,-19.313,0.119,0.917,0.941,0.397,0.471,240.047,22EUPDSks0pkcJwXJ6CEem,132000
Hugs,Quist,0.678,0.229,-14.097,0.0301,0.927,0.721,0.124,0.333,139.962,4DvpfIQ3MzvqGjv55JLhBy,96036
Frozen,Tibeauthetraveler,0.608,0.126,-20.544,0.0362,0.672,0.861,0.0864,0.119,123.992,6axAMEYaKvoWeiJ0SKZtco,193548
chassing the lights,Roppany,0.782,0.516,-9.973,0.0672,0.905,0.92,0.14,0.464,150.026,7nlDM7i676eZkcxlxvpJgG,106242
Melon Madness,Dip Lewis,0.494,0.0925,-20.099,0.0345,0.955,0.956,0.116,0.269,180.156,7pUcVgQVYJuCBUDJOZUjZs,138889
Monstera,Olivia Bree,0.733,0.351,-16.578,0.0289,0.893,0.88,0.101,0.487,140.002,66RNv89kzel0rASLTJBEMr,110152
Vortex.,Akira Kakari,0.645,0.345,-12.602,0.0497,0.659,0.738,0.262,0.527,76.003,3l7UqpS6fuxwkzAyhQPRro,101850
perplexia,lazy ai,0.73,0.422,-16.279,0.0878,0.893,0.951,0.109,0.303,75.079,1x6yrGyjY4he3dcNbiaAwL,128000
Tree House,Bogomolove,0.58,0.315,-13.619,0.0422,0.241,0.936,0.122,0.0782,152.094,6dCV21plVqgbNpjZvrmQQf,154737
it_s less dangerous,glenn.,0.83,0.398,-9.723,0.198,0.25,0.904,0.0941,0.48,80.974,0mAlO6oD3KSyJwOQoD11qx,104259
stargaze,nate2timez,0.64,0.0628,-26.782,0.0393,0.968,0.926,0.111,0.0397,136.0,3xGDY3oMBtqaTCx7rnbk3j,127077
Swiss Cheese Plant,Foliage Beats,0.83,0.381,-12.347,0.144,0.952,0.509,0.112,0.289,120.068,5JziHwEPGqYD1lpHxf0E12,95424
solemn haze,Vague & Moody,0.583,0.157,-18.655,0.034,0.929,0.953,0.137,0.124,137.931,1ILTCNQe6kMjRetweNHGFY,142346
E. Z. Breezy Beautiful,Blackburri,0.745,0.143,-16.245,0.0448,0.964,0.958,0.105,0.202,78.968,0NEg0G2YPFVcZZ3Uo3LWjW,196709
Love Me Right,Loe Brezy,0.667,0.717,-8.431,0.0843,0.0551,0.865,0.093,0.367,159.945,2k5xwTwocZZkMxKoMyxopz,102750
Looking For Shapes,Slo Loris,0.6,0.123,-12.604,0.0405,0.677,0.809,0.0747,0.254,135.198,6LK0bn4SDCQPSRfuUXsqvB,117445
roadtrip,vibesment,0.629,0.0311,-23.211,0.0418,0.891,0.935,0.108,0.443,140.074,70Kjb1MyC82FjzhiPiBPU4,137580
Secret Solitude,Guustavv,0.792,0.175,-12.043,0.0909,0.902,0.93,0.184,0.154,140.021,7mwdYirjJ8vSnLyIHUTZud,140446
Vanilla,Manamera,0.618,0.119,-17.533,0.0417,0.96,0.947,0.101,0.146,126.112,3eew64ZAbWJa9HvzLcqXmO,125647
Dryade,Dorothe Mosh,0.638,0.272,-15.069,0.0268,0.875,0.748,0.216,0.343,81.063,38gevP5tZo2IBbQtzeNqbw,174907
See you soon,Gedimi,0.574,0.184,-19.209,0.0492,0.946,0.903,0.128,0.0946,119.935,0AAmMbWCDAzq6EmI5NUGNC,146945
Voices In My Head,Maci,0.658,0.374,-14.818,0.0626,0.594,0.844,0.138,0.611,164.145,5qcuzoVn3eqQiDPIcSqo6g,140488
sound by night,scratchine,0.656,0.48,-9.602,0.0788,0.859,0.825,0.117,0.205,76.468,17EyMtoMHoVj1LQyOluAEO,149571
Infinite,morningtime,0.328,0.314,-9.27,0.0355,0.857,0.836,0.128,0.355,65.359,4LJlnit8huwaWtlvDlVKb2,112615
introspection,Mrs Blonded,0.752,0.132,-11.504,0.0466,0.898,0.818,0.0994,0.0668,73.996,623oh9a6Vrc4NlUkgPuvvi,112942
between the trees,coldbrew,0.614,0.308,-15.813,0.0729,0.939,0.915,0.125,0.0399,77.988,1jAziLFQqnz5804pr0agi3,176923
Gorg,NK Music,0.826,0.236,-14.263,0.0957,0.617,0.911,0.102,0.269,143.935,4tIQTNVnQzO99GaUAHsibt,173342
Naiad,Maelk,0.347,0.25,-13.007,0.0438,0.847,0.893,0.112,0.13,170.029,3qPfdIsE3D9yibIjVe1MaR,155264
sleepless at midnight,harrylofi,0.669,0.196,-15.038,0.0299,0.86,0.879,0.115,0.0889,109.955,46bzC2sW7wbouJdM9sAfUr,198728
Solstice,Strong.AL&,0.737,0.376,-15.722,0.0832,0.819,0.887,0.107,0.202,140.072,1EX3JUytiF7fAeUalcXYF3,113143
Morning Nature,Terrence Woods,0.697,0.0866,-24.391,0.112,0.766,0.779,0.0649,0.182,75.027,7mTekQjP822DSXDNsjUM7b,140958
My Time,Rachelle Pertu,0.69,0.49,-7.19,0.0433,0.785,0.465,0.105,0.424,75.164,7tsdmsTis9koDeF4l0eZZ5,99800
By The Creek,Natasha Ghosh,0.552,0.192,-18.923,0.035,0.968,0.916,0.096,0.0382,73.04,2jDDwJobulNfNZxOJTNjEz,159452
Over The Clouds,Iamcloud,0.593,0.153,-20.323,0.0337,0.983,0.937,0.0943,0.148,140.0,16mGxU0Avc1OvMcDQ7INMu,145277
Clouds,Agx12,0.575,0.0889,-15.46,0.0331,0.976,0.949,0.112,0.109,138.028,6lvcW2TWmHkV9DUSR55uXs,128696
Windy Dreams,Slowheal,0.519,0.169,-15.769,0.0541,0.964,0.915,0.0991,0.127,69.034,0d9SOXBcZX5ZpHYHuDhPds,140960
reality check,Radiocosmo,0.482,0.137,-14.826,0.0945,0.539,0.821,0.111,0.636,74.822,3DCxtRl4R8YpLKIZlDRoU9,129600
decisions,fnonose,0.604,0.124,-12.541,0.044,0.891,0.913,0.11,0.0769,144.255,2jzTmH1UR27OpAGnZW6tw7,155833
Nightfall,Tenno,0.519,0.27,-15.384,0.0429,0.552,0.966,0.112,0.105,133.991,1zBbaX88WI9bPXochk6Uw3,147761
Nap,Lost Files,0.67,0.189,-20.828,0.0355,0.978,0.938,0.102,0.243,133.966,4LX0qlF41cem8ISdrEgIGN,133000
Candy,Ada Vula,0.69,0.227,-15.638,0.043,0.887,0.904,0.101,0.519,146.013,6JD16eoMFjKNU9OVmSL2eq,106533
plastic flowers,Rosemary beats,0.662,0.194,-17.618,0.033,0.884,0.862,0.438,0.244,142.086,6i0C20TvKja1NUOmFvkpE2,216338
This Heartbeat,Oliver Arnegie,0.724,0.405,-10.124,0.0375,0.901,0.911,0.125,0.362,140.056,1whP2B0zOAoboIhN2BZtiU,110402
My Secret Glade,Slow Fidelity,0.785,0.0861,-15.528,0.056,0.963,0.957,0.137,0.0466,80.012,32tT51UcINiBPpJ7qqR20p,126254
Crestone,Devon Rea,0.745,0.227,-16.685,0.0523,0.887,0.591,0.124,0.15,106.055,7krjREoicbTMB4gx3xxwLB,113208
Love Over The Phone,juniorodeo,0.782,0.415,-11.603,0.0412,0.924,0.943,0.0998,0.711,142.03,5Ho3HXJO68t5RHCQJ27vWz,190141
Angel Number,"Beats Me, Innit?",0.757,0.434,-12.707,0.0472,0.724,0.9,0.367,0.237,114.907,0nwUtqy8TOnRahAzCmL42A,146129
Essence,Wishard,0.547,0.0903,-17.138,0.0343,0.905,0.928,0.109,0.196,74.006,6TsfMWf0hyOq0ReOC1tPo2,156487
Floweret,Dusty Decks,0.548,0.333,-11.856,0.045,0.966,0.945,0.114,0.199,77.021,7wBChE1IqPBNbEEq3SGtnW,141568
gum base,lonely call,0.788,0.202,-11.648,0.12,0.95,0.96,0.108,0.178,109.942,6LyviQusG58OfxFrffz2qq,116982
Drifts,Dee-Bee,0.579,0.258,-10.712,0.0489,0.877,0.829,0.0725,0.229,160.016,6dVh5O3D90UCCHQdiecG6H,108008
Far From Home,LOKY,0.648,0.422,-10.097,0.0708,0.0152,0.533,0.162,0.52,76.04,2Cs4FC4wZR6FfclKa8V0or,120839
Night Walk,Kokomiko,0.59,0.0731,-19.477,0.0466,0.973,0.591,0.084,0.0879,70.052,7xzikC3nNzN0NEM8M9oD8p,123429
moonchild,Lo-Fi Tigers,0.414,0.323,-14.696,0.0413,0.658,0.321,0.0763,0.1,149.783,6Xbiu6Iu8miwwju12kf9mz,131200
Faded,Tah.,0.363,0.347,-13.889,0.0411,0.684,0.545,0.0545,0.0429,155.687,0pTB6vjZLmjxuD6kAARUV2,172308
emotions,BluSummr,0.655,0.144,-13.013,0.051,0.86,0.724,0.0803,0.0784,77.997,5vrv8kx1oXElzJhKEDmdZx,163077
Tarde Da Noite,Dinis,0.716,0.243,-12.391,0.047,0.967,0.953,0.106,0.127,140.006,2LHq3ILYoERfMBXe6cdv83,171429
Exploration,Slowheal,0.818,0.182,-12.764,0.105,0.487,0.935,0.115,0.0913,78.017,4ywkLKWKctyPjjHDnG8JgK,150777
Peace of Mind,Laffey,0.53,0.355,-16.161,0.0472,0.971,0.912,0.117,0.066,57.599,6HlU3FOBkfvp0ZHjb3wtyk,169068
Norway,steezy prime,0.686,0.144,-20.099,0.0512,0.924,0.926,0.111,0.5,74.964,06Co3dkZW9abpw0feyJWl5,128000
Sweet Dreams,Prithvi,0.575,0.327,-18.395,0.0362,0.935,0.94,0.0926,0.0388,83.984,0WEAUKujUlrpyaZ08PztTr,108571
Joy,Krynoze,0.597,0.185,-17.379,0.0329,0.874,0.891,0.1,0.184,80.022,04mMnql6iLjWKZRMQERc6W,180000
Phase II,Yehu,0.592,0.117,-13.198,0.0457,0.966,0.962,0.307,0.224,159.997,3JpZhbNwRv3E5RlKIj0Txe,167120
Lost Track,Zauvage,0.763,0.317,-11.038,0.329,0.619,0.861,0.111,0.634,156.854,3y3EGDwhprjjVR8IJCHaOh,98816
Forever Would Not Be Long Enough,Featherfail,0.523,0.293,-15.132,0.0459,0.649,0.0514,0.378,0.144,143.094,3c3jI74itmDwKH8wvYgncz,161250
Drift,Revoir,0.703,0.186,-15.474,0.0515,0.721,0.909,0.108,0.209,144.025,4JDGpMVac8xxRn8B0t8FZd,123333
Cold Pillows,Tailwinds,0.349,0.114,-17.348,0.0864,0.504,0.881,0.0997,0.175,70.01,6a3UWWhZheDHZMi8hBLKgn,200625
Ease Of Mind,Natasha Ghosh,0.486,0.154,-16.768,0.0321,0.88,0.889,0.0884,0.0455,80.156,0Fe76by6O8RvlRAiWWcuhO,153214
Take the Last Train,BluntOne,0.559,0.181,-9.411,0.0763,0.446,0.809,0.186,0.109,151.966,5cUC6PSmzWvOxeL6amUt9d,99523
after after hours,Dondie,0.671,0.217,-14.264,0.0447,0.858,0.941,0.109,0.311,87.031,4dD5fQxc6WalPeAsp6QI9U,129920
Autumn Lies,States Of Matter,0.691,0.267,-10.766,0.0439,0.909,0.915,0.334,0.0693,139.999,56Trob6SO6aJt6GLNACrfq,174857
Candy Clouds,Airship River,0.569,0.117,-19.886,0.0648,0.949,0.92,0.0962,0.322,139.96,0Z4O3yTtmqdLXzCxSX9XPt,192009
Dinner is Ready,Louk,0.615,0.128,-16.44,0.043,0.445,0.871,0.156,0.236,82.012,0QIlgmnJBsd6zkH9u7MEcX,147622
The Longest Wait,Revoir,0.425,0.199,-21.802,0.052,0.954,0.956,0.0955,0.14,159.545,70rBwVFmUELtrzi6jVXOAn,130500
Land Breeze,Chau Sara,0.688,0.195,-16.08,0.297,0.932,0.816,0.12,0.188,69.949,6Of1IIGfqbi3gmos9Hg0xx,154286
Lego,Gibbon Baby,0.68,0.217,-21.808,0.0443,0.972,0.903,0.0958,0.163,115.305,6qdYRJZesimF7fPkTaGSFL,124870
twin planet,phonadium,0.608,0.403,-12.66,0.0317,0.773,0.878,0.102,0.487,144.066,3nhzAqz5Asv0avIhJ1g63u,106667
Euphoric,Arcade Portal,0.579,0.0745,-21.251,0.032,0.886,0.888,0.111,0.165,84.026,0AaQgKARIKwxBYUrS3qXdW,117143
Red Lotus,All In One Day,0.407,0.243,-14.313,0.0458,0.307,0.716,0.191,0.126,111.525,6vDkLO9STbIiD5fvnoV3m0,124138
"Always, All Ways",Jcomadeit,0.728,0.114,-15.719,0.0442,0.47,0.848,0.11,0.292,80.003,5o01wc9R8BeRvHd3KYRkCL,120000
Late but calm,Snowji,0.64,0.0331,-17.32,0.051,0.884,0.897,0.0929,0.331,144.025,4oWsy1FsUhuBmf5kFs2Jwi,135833
Forever,Murmur,0.717,0.302,-14.056,0.067,0.933,0.906,0.133,0.0695,140.029,3KrXHEdGAyK30jPcGYYTwU,89143
Corduroy,luv pug,0.486,0.323,-15.407,0.0314,0.672,0.892,0.111,0.107,137.013,4pPAER0KcKtRCMnCHWEEVj,112117
Arrival,Banks,0.612,0.216,-17.145,0.0363,0.906,0.732,0.381,0.104,120.037,3UsSeV9ZqlyPwwBCPmd5jW,136000
measure,Mo Rana,0.539,0.225,-12.237,0.355,0.906,0.936,0.0998,0.601,160.172,6Xgh67TMWtXrKfeAVSDYBA,147082
Red Wine at Dawn,Blackburri,0.65,0.401,-12.317,0.0322,0.625,0.889,0.122,0.435,86.995,5w7snuYJzYBSeCwgZPwpME,181724
Cracks,Bat Bilger,0.681,0.236,-16.911,0.042,0.717,0.883,0.0957,0.652,75.0,3wx8UcizTr4xtjpBlRfL9r,178800
Longing Beats,Dustin Pierce,0.783,0.351,-14.93,0.0811,0.786,0.936,0.102,0.244,150.01,2S8x2UmgZFqGNPQxe2zLL4,142344
We Are Love,Lucavietski,0.824,0.155,-19.637,0.0695,0.665,0.322,0.0777,0.0867,148.11,5wZetUDyN1GQypcfUyxPqo,117568
Purple & Yellow,Idyllik Beat,0.493,0.13,-18.718,0.0873,0.927,0.945,0.105,0.415,79.631,5Q4X6JGfoZM89iGSNGt2XR,135980
anti-skate,cruzcamra,0.52,0.437,-15.987,0.514,0.965,0.501,0.137,0.651,78.829,2UCDo9LZZE9IDsDihDIa62,143589
Tomorrow is Sunday,Pueblo Vista,0.582,0.12,-14.536,0.0303,0.977,0.914,0.0847,0.0396,142.028,2zXsYFayncayYEELOLAOhp,131942
Intergalactic S.O.S.,Murmur,0.735,0.274,-13.81,0.0521,0.818,0.917,0.103,0.463,140.041,0jhpe4AiFQIJm3Mhn2sO3n,84000
Driving to the sea,Lenny B,0.581,0.263,-16.645,0.0383,0.866,0.922,0.0901,0.0789,150.072,1nwqimbDdHpaVy2W3lHjeA,129861
Watashi,Oui Lele,0.633,0.268,-13.132,0.108,0.48,0.447,0.136,0.168,77.029,1SHbHqlxbOZGXgABxkzykz,144010
Pearl Dust,florentine,0.719,0.584,-14.475,0.119,0.783,0.943,0.0915,0.0588,159.994,4HhZZZAtRufBXnJyPtf7uB,148532
hardly trying,weirdboi,0.547,0.135,-17.148,0.084,0.785,0.889,0.0939,0.122,106.38,7q2jpq2xFH1Q54QbrE5kPe,109346
Rain Relaxation,PIÑA PINK,0.72,0.422,-14.467,0.0487,0.95,0.807,0.0751,0.0392,151.982,4UNI7NvY0ti3jJikm4f4ld,180197
C'est La Vie,Caicey,0.814,0.458,-13.914,0.121,0.946,0.937,0.388,0.572,75.99,7D0PbgrpVfUVASPPxn7TRz,117424
Veil,Hans Hu$tle,0.591,0.33,-10.195,0.0506,0.222,0.899,0.1,0.215,84.035,28D9EaiySXKtyg37WFQqpT,137278
Squares and Circles,Untitled Yet Known,0.395,0.14,-18.866,0.0867,0.799,0.937,0.108,0.0501,80.015,2LHjVBewQoqtWECN4awbV4,120750
In Perpetuum,beauBAE,0.657,0.635,-8.43,0.297,0.744,0.834,0.117,0.689,80.05,3ImHLPyqf739WgzXKjPqfU,112500
So Unique,Zho Zho,0.718,0.0634,-20.546,0.206,0.577,0.799,0.0982,0.225,74.956,2pir3lGD2dNsBjPRCN5Xxt,159175
Fade Away,lostoutside,0.672,0.142,-14.155,0.0373,0.573,0.921,0.112,0.189,139.904,0N8xcgJldOu3c7sOM3xo7K,164500
another LOOK,francesco MG,0.831,0.253,-10.258,0.0556,0.947,0.943,0.107,0.123,74.961,3ujm2z1mOalAvVyE0yDLbF,117901
Hometown Cafe,Vens Adams,0.652,0.347,-9.645,0.0256,0.836,0.936,0.65,0.387,76.988,6jjpHma6BEh62xBJeasFyf,155844
Through the fields,Bamboozled Bumblebee,0.821,0.0579,-17.205,0.0694,0.883,0.904,0.0833,0.173,119.942,0GyZq3mNQYAPDTWJUVWB4V,176000
with you,hope mona,0.46,0.146,-18.868,0.0736,0.947,0.829,0.105,0.128,69.22,2FQeoy9i7ZQsFrXEdIq0t3,178286
Context,Widefoot,0.804,0.189,-10.716,0.0938,0.568,0.821,0.104,0.201,115.063,53fRXKyA5gszPQS4kyEstO,118207
Follow Me,fox,0.473,0.0711,-18.657,0.0355,0.721,0.905,0.0664,0.138,177.904,0hBg3ymrkGMAghPlk2L7ii,102472
5am in cairo,"oh, the joy.",0.758,0.191,-15.904,0.0439,0.937,0.937,0.11,0.201,113.972,3yxuDfGZluYOjzdFlxBI7M,177288
moon rays,kyoshi,0.666,0.0594,-18.959,0.0331,0.868,0.918,0.0801,0.273,120.018,4c7dkc4kNxAC2TNy7CEHHz,114115
summer rain,.clouds,0.636,0.305,-11.894,0.0544,0.975,0.788,0.176,0.21,81.651,0se6cbFdOpsLsYJ5BpNT6o,121265
A Lovely Night,Antonius B,0.442,0.26,-14.464,0.0336,0.86,0.865,0.11,0.113,139.973,3wrLZQo8hUQVAw5xjefOC7,123429
Babbling Brook,rsbd,0.609,0.241,-15.286,0.0732,0.65,0.916,0.109,0.349,170.083,0pUYzh1ywTsyy25UoZTuTG,151824
