song_name,song_artist,danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,id,duration_ms,cluster
Model Buses,Lovejoy,0.442,0.606,-5.825,0.0259,0.0678,1.43e-05,0.0973,0.359,171.982,7AQAlklmptrrkBSeujkXsD,235880.0,17
Concrete,Lovejoy,0.452,0.796,-5.77,0.0427,0.00348,0.275,0.189,0.392,178.04,1vpXj2VxuspaDPWSncSSQv,202427.0,17
You'll Understand When you're Older,Lovejoy,0.898,0.543,-8.317,0.121,0.343,0.000623,0.338,0.359,98.992,7DOh0tBGnyMt6C5OO7o8Yq,305114.0,12
The Fall,Lovejoy,0.783,0.656,-2.784,0.326,0.145,0.0,0.123,0.667,154.25,45jHaaI8AXnFguG5RiPsjt,144935.0,3
It's All Futile! It's All Pointless!,Lovejoy,0.398,0.927,-4.212,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,4dVbhS6OiYvFikshyaQaCN,260027.0,15
Saline Solution,Wilbur Soot,0.525,0.837,-6.529,0.0305,0.00278,0.779,0.193,0.19,126.889,5td5z2iVZ8n9cF95pxXTVW,205512.0,7
Jubilee Line,Wilbur Soot,0.245,0.961,-4.223,0.0852,9.79e-05,0.00433,0.164,0.574,96.0,39ZiU2QVBvDQzeepJjg8tp,394467.0,15
Your Sister Was Right,Wilbur Soot,0.561,0.671,-5.582,0.0338,0.0154,0.0,0.171,0.278,124.06,64f5bf2jyAkrsucnG9FXot,226200.0,15
Losing Face,Wilbur Soot,0.395,0.922,-2.176,0.375,0.19,0.0,0.134,0.558,162.361,3QLjDkgLh9AOEHlhQtDuhs,257690.0,17
La Jolla,Wilbur Soot,0.908,0.625,-4.519,0.19,0.0741,0.0,0.182,0.613,101.993,0jtTDKt1FRTnKbWtWSGLoy,140491.0,16
Since I Saw Vienna,Wilbur Soot,0.477,0.61,-5.628,0.144,0.225,0.0,0.107,0.358,79.882,6CTWathupIiDs7U4InHnDA,213993.0,15
I'm Sorry Boris,Wilbur Soot,0.0716,0.0408,-28.284,0.0399,0.851,0.901,0.0844,0.0377,77.047,2dEbRirkEtImY7HdYxrgRS,349760.0,2
Internet Ruined Me,Wilbur Soot,0.703,0.191,-14.078,0.0287,0.922,0.865,0.114,0.327,61.932,5W6BA8Wa8JZGKdliH2gkwO,207827.0,14
I'm in Love With an E-Girl,Wilbur Soot,0.583,0.376,-10.914,0.0433,0.725,0.251,0.0642,0.614,120.713,3Y0LpU5kqQ3vSZvwcGjl1M,217373.0,10
Syndicate,Derivakat,0.871,0.938,-6.039,0.113,0.0594,1.81e-05,0.801,0.465,131.004,2qDt0koIRC3DzrInKavYL4,228000.0,8
Turn Back Time,Derivakat,0.765,0.669,-9.611,0.231,0.0991,0.0,0.362,0.681,121.963,5EeeNoEV4iiDSNoVsoGeLw,94302.0,0
REVIVED,Derivakat,0.693,0.353,-17.852,0.0414,0.0704,0.00113,0.503,0.75,104.143,7rPzEczIS574IgPaiPieS3,228587.0,12
Ain't No Crying,Derivakat,0.499,0.0808,-17.369,0.0427,0.989,0.799,0.0723,0.216,95.37,1ebZEQLe2lfwyMnuhnIDjx,413307.0,14
In My Head,Derivakat,0.8,0.658,-6.142,0.079,0.25,0.0,0.111,0.462,140.042,7hxHWCCAIIxFLCzvDgnQHX,195429.0,6
Blue,Derivakat,0.531,0.587,-6.995,0.0328,0.271,0.0,0.228,0.208,93.023,7FE0ThVWVTIHYKv14xlMVr,272760.0,15
4AM,Derivakat,0.526,0.866,-5.822,0.0568,0.00287,7.78e-05,0.0945,0.248,140.266,0BxE4FqsDD1Ot4YuBXwAPp,253587.0,17
Welcome Home,Derivakat,0.751,0.756,-5.453,0.0375,0.257,0.0,0.0582,0.644,129.954,5tRa5hnltiyqY63rWOfnO2,162528.0,16
Kiss Your Dreams Goodbye,Derivakat,0.706,0.841,-3.956,0.0418,7.95e-05,0.0,0.0688,0.861,132.032,0iGckQFyv6svOfAbAY9aWJ,220227.0,16
FIREBORN,Derivakat,0.63,0.894,-4.592,0.0544,0.255,0.0,0.181,0.364,142.051,6j7hih15xG2cdYwIJnQXsq,218520.0,17
Captain's Call,Derivakat,0.682,0.653,-6.062,0.339,0.13,0.00116,0.129,0.428,188.115,44ZJ4hLD5onikKsVLQaILr,196267.0,3
HONEY,Derivakat,0.751,0.642,-5.165,0.087,0.0861,0.0,0.0953,0.388,95.045,2wVDWtLKXunswWecARNILj,169567.0,6
Take Aim,Derivakat,0.25,0.136,-12.162,0.037,0.673,0.000157,0.107,0.0981,118.086,1xugsCboIm1yILqpLvH9aD,292333.0,5
Casino Royale,Derivakat,0.646,0.0828,-16.205,0.0435,0.838,1.2e-05,0.0934,0.293,108.826,42H6GeQfrBkT3vTUTdpB1M,154000.0,13
L'manberg National Anthem,Quite Genetic,0.614,0.831,-2.727,0.0391,0.000808,0.0,0.0514,0.707,122.979,2azTwvVtLRLrPlt7YZTDbo,210973.0,16
E-GIRLS ARE RUINING MY LIFE!,CORPSE,0.769,0.156,-10.7,0.035,0.585,0.015,0.102,0.527,105.95,2H3wWrnO758y0fPH7Ilerg,144733.0,10
Brother,Kodaline,0.683,0.772,-7.907,0.0311,0.0222,0.0149,0.203,0.737,123.871,2IHaGyfxNoFPLJnaEg4GTs,270373.0,16
Toxic,BoyWithUke,0.302,0.581,-4.206,0.0337,0.698,0.00135,0.619,0.825,100.758,6PHYdpPzzpDGWbMhfR2OPk,73750.0,8
Castaways,Annapantsu,0.223,0.227,-17.695,0.0343,0.871,0.891,0.063,0.127,103.618,0XSRBlP49MgzBCYtGK2NYE,469053.0,2
Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom Boom,Dan Bull,0.687,0.646,-3.841,0.039,0.0973,0.000593,0.161,0.323,139.978,1rRwwqteLePmi70PGaC8ah,216667.0,6
"Tag, You're It",Melanie Martinez,0.573,0.21,-18.13,0.0605,0.91,0.0537,0.102,0.19,107.479,0QUgSlWpeW7VCkLmrc58RU,198113.0,13
Broken,Lund,0.571,0.651,-6.26,0.0349,0.242,0.0,0.0938,0.374,121.202,5B8N5rPOmTVVGpuBMK2Vby,254400.0,15
The Wellerman,Caleb Hyles,0.811,0.609,-8.376,0.0996,0.227,0.0,0.102,0.439,120.071,1kFlDnWmBTvCBxxeGDpIdp,134197.0,6
Partners in Crime (feat. Ash Costello),Set It Off,0.632,0.565,-8.669,0.027,0.486,0.0,0.3,0.616,128.821,7vOYp7KJ8gVmVbcatSVf9J,266227.0,12
Greedy,Or3o,0.314,0.94,-3.991,0.099,0.00203,0.014,0.0925,0.376,160.126,2vlq1LkZPyOw2viirVhoq9,218367.0,17
Happy Face,Jagwar Twin,0.643,0.226,-18.32,0.0373,0.938,0.901,0.16,0.327,96.045,5dshBYKxOKzrbyr1tpT2Gl,237575.0,14
BLAME IT ON THE KIDS,AViVA,0.899,0.713,-2.752,0.366,0.255,0.0,0.0708,0.777,90.051,7iL6o9tox1zgHpKUfh9vuC,193467.0,16
"Soldier, Poet, King",Jacob Cook,0.661,0.746,-5.153,0.042,0.109,0.0,0.325,0.502,144.188,4IEOKcFZGMiKp5NXYjH001,188693.0,0
an ode to l'manburg,Beetlebug,0.773,0.515,-10.754,0.0489,0.383,0.406,0.105,0.185,120.01,6F6Fbk1zP8vHGnShZOA4dz,161516.0,1
Arcade - Slowed,Cozy Soundz,0.308,0.865,-3.13,0.0402,9.32e-06,0.000209,0.0906,0.401,144.096,5Snhh5wPRyT6GOdnG5EcQV,189260.0,17
Ghost,Confetti,0.852,0.161,-18.121,0.436,0.0392,4.2e-05,0.076,0.297,139.989,27v4tcUfyW9J8opqkrOrg1,164773.0,13
Wellerman - Sea Shanty,Nathan Evans,0.673,0.892,-7.175,0.242,0.19,0.0,0.228,0.293,87.5,6bTAz3pg5ywBeZHCQoleJB,184201.0,15
"Home (with Machine Gun Kelly, X Ambassadors & Bebe Rexha)",Machine Gun Kelly,0.551,0.606,-5.879,0.0322,0.351,0.0,0.106,0.265,120.0,1DkEo6j77TbytmpPxGu8C7,209875.0,1
Welcome to The Internet,Bo Burnham,0.193,0.0656,-19.239,0.0471,0.995,0.829,0.119,0.0359,128.975,46tPGzCXCI2oKsemztDA9u,402493.0,2
Sweater Weather,The Neighbourhood,0.27,0.944,-4.199,0.0975,0.00501,2.05e-05,0.116,0.606,146.347,6hTcuIQa0sxrrByu9wTD7s,269920.0,17
The Mad King Wilbur,Ari S,0.457,0.931,-1.076,0.0751,0.00479,0.141,0.146,0.14,145.084,1EXCk9dLn8evYJenfoh2dS,215172.0,17
Venom - Music From The Motion Picture,Eminem,0.438,0.875,-4.696,0.058,0.00292,0.176,0.0971,0.0384,133.059,4L0JPK2CLBa9RBK6StALHT,305202.0,17
I WANNA BE YOUR SLAVE,Måneskin,0.491,0.693,-6.487,0.0377,0.211,6.92e-06,0.325,0.412,90.027,3RiPr603aXAoi4GHyXx0uy,258267.0,15
Fallen Down,Toby Fox,0.729,0.726,-3.208,0.0422,0.223,0.0,0.101,0.876,92.025,37zdqI4r1gswIzczSBkRon,217130.0,16
fairytales,Gabby Sophia,0.582,0.822,-4.861,0.0365,0.00749,2.09e-06,0.818,0.471,100.025,0iQ77tSa7ncj7zBPtVx6cU,261373.0,8
agoraphobic,CORPSE,0.566,0.971,-2.803,0.0687,3.24e-05,0.26,0.0965,0.326,103.935,7JgpAWXyaBLH0ub4EHfNka,209600.0,15
MUFFIN,BadBoyHalo,0.657,0.736,-3.946,0.0372,0.066,0.883,0.122,0.382,144.956,6kzg2WZovLAE3ZkvsW9YDK,186371.0,7
Vibrant Eyes,CG5,0.923,0.508,-8.668,0.0468,0.104,1.21e-05,0.126,0.168,108.039,4bdJHQp90ymjEIkkYhcENB,126667.0,6
Gone Away,CG5,0.579,0.728,-5.762,0.0608,0.0337,0.000382,0.119,0.229,173.931,6Ajue5zNJ44SGKXnqXSrhg,249590.0,17
tommy innit,CG5,0.504,0.888,-0.746,0.161,0.00391,0.00435,0.437,0.373,179.949,3SH8GHdwJGXnoEmnCbPpJQ,202667.0,4
I See a Dreamer,CG5,0.53,0.397,-10.352,0.0603,0.953,0.00493,0.31,0.795,137.893,3nj18sxe1CA0eohDsDirrm,77520.0,10
Freaks,Surf Curse,0.94,0.608,-6.43,0.273,0.0282,1.15e-06,0.0595,0.363,107.005,4VGJQCq8U7BAJYbQWPSHFk,297180.0,6
Mad at Disney,salem ilese,0.52,0.699,-7.171,0.0358,0.137,0.00385,0.0843,0.662,166.419,1mnLkRZkrvUyluLdfUV7tC,199187.0,3
You Spin Me Round (Like a Record),Dead Or Alive,0.39,0.958,-3.568,0.209,0.022,0.0,0.396,0.229,169.939,0S3str7bHgDnoILmd0YrGJ,240387.0,4
Able Sisters - Trap Remix,THE PURIST 2,0.696,0.565,-7.241,0.0598,0.652,2.12e-06,0.121,0.6,156.109,44I5NYJ7CGEcaLOuG2zJsU,187728.0,3
Line Without a Hook,Ricky Montgomery,0.423,0.76,-8.193,0.0784,0.124,0.00768,0.11,0.519,164.096,2XycvTajCfgJFNYDY1JVTG,227467.0,17
Rät,Penelope Scott,0.78,0.601,-9.132,0.0433,0.0852,0.0,0.163,0.539,105.035,46bdsCZKQ93J9RGqlFZpAF,137770.0,6
BEAMIN',Quadeca,0.718,0.695,-5.375,0.0251,0.0707,0.0,0.132,0.687,88.019,5IehiPW5EHa4fmqTmU8dF3,165430.0,16
Daddy Issues,The Neighbourhood,0.303,0.116,-15.723,0.0552,0.888,0.0,0.144,0.196,85.473,1VVyW3Dl9LaCAcPIhygo9A,191067.0,13
Boy In The Bubble,Alec Benjamin,0.507,0.665,-7.598,0.0474,0.0144,0.0,0.0759,0.4,126.879,65hRZOQkVjmBdusz1N7aOv,213338.0,15
Shivers,Netrum,0.829,0.855,-8.956,0.0708,0.1,0.875,0.131,0.766,124.138,2yMFXtHHJTMTv2ynWl6avF,430374.0,9
I Hear a Symphony,Cody Fry,0.803,0.859,-4.57,0.188,0.019,0.0,0.0969,0.564,97.039,6RrIW4VaijQOP2FnfU0B4v,155876.0,16
High Enough,K.Flay,0.419,0.506,-10.012,0.0515,0.55,0.000165,0.086,0.117,122.634,7kMfTM20r2FvbD0l3O9vjE,226413.0,1
SugarCrash!,ElyOtto,0.371,0.87,-4.283,0.0521,0.00016,0.0,0.0409,0.308,84.961,1v2trTrf04sxW3EOUzOq9G,231759.0,15
Dearly Beloved (Kingdom Hearts),Coffee Date,0.613,0.347,-6.486,0.034,0.591,0.0,0.0959,0.25,109.764,38nKfxyRrjYfx0ODX1W5yB,224144.0,1
Discord,The Living Tombstone,0.766,0.827,-3.332,0.0538,0.148,0.0,0.0518,0.831,91.03,6J1R5wtPXiHiwiPstOSI56,238160.0,16
Burning Pile,Mother Mother,0.794,0.572,-17.711,0.0539,0.208,0.249,0.0532,0.835,109.977,1h00NtjWEcdCWR9RV5a9W9,159219.0,10
My Ordinary Life,The Living Tombstone,0.663,0.264,-14.571,0.0914,0.706,0.0,0.1,0.657,122.482,33jt3kYWjQzqn3xyYQ5ZEh,354533.0,10
Us Against the World,Kanaya,0.474,0.803,-3.183,0.0808,0.0918,0.0,0.244,0.24,170.004,3DWH2ElS137GfWMzGcXVp2,303882.0,17
Heat Waves,Glass Animals,0.506,0.881,-4.081,0.0378,0.00895,0.000272,0.239,0.383,120.928,5kxcj63GYiractdCBUUU1G,253187.0,15
Phonky Town,PlayaPhonk,0.388,0.773,-3.778,0.0482,0.00736,0.0811,0.0631,0.0526,174.98,3u787rFfUvg3kMK7tNyjiV,268955.0,17
Five Nights at Freddy's,The Living Tombstone,0.643,0.117,-13.048,0.0355,0.958,0.000342,0.108,0.501,120.611,6r44uyKRo3jKFRkThTZBXu,210202.0,13
It's Been So Long,The Living Tombstone,0.412,0.927,-3.858,0.145,0.00126,0.0,0.0849,0.437,170.003,5XLVfQhBz6vkJDd9NhgbXQ,202053.0,17
It's Me,Tryhardninja,0.698,0.649,-6.764,0.415,0.15,0.0,0.0903,0.568,180.466,4cxvludVmQxryrnx1m9FqL,333154.0,3
Break My Mind,Dagames,0.909,0.288,-15.776,0.0895,0.198,0.891,0.113,0.72,114.72,1NkNixofu3j9qqPAOgAyvt,87089.0,14
Die In a Fire (feat. EileMonty & Orko),The Living Tombstone,0.804,0.619,-9.328,0.0443,0.17,0.87,0.169,0.364,113.989,4U6DkNEUHQgfgu8jm162on,388500.0,9
It's Time to Die,Dagames,0.488,0.9,-5.539,0.107,0.000114,0.000117,0.159,0.18,132.97,3zRZjDl3t6kwKzK9lKdo5N,244396.0,17
The Puppet,GatoPaint,0.469,0.987,-3.371,0.154,0.000517,0.349,0.753,0.362,144.886,6oXQKW4cXq2c1HaTycVIlF,234207.0,8
Nightmare,NateWantsToBattle,0.581,0.507,-11.659,0.304,0.374,0.000604,0.147,0.404,160.003,0sEOonCcFO8GrbcZN8SKpg,177514.0,18
Follow Me,Tryhardninja,0.446,0.52,-6.125,0.0301,0.0427,0.0,0.11,0.168,75.976,27wkiHSSNOB0TyfXzNziaD,259293.0,5
The Puppet Song,Tryhardninja,0.649,0.716,-5.371,0.0349,0.0863,2.63e-05,0.135,0.163,99.988,0lYBSQXN6rCTvUZvg9S0lU,205947.0,15
インフェルノ,Mrs. GREEN APPLE,0.492,0.969,-4.419,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,3K4HG9evC7dg3N0R9cYqk4,157333.0,15
ブルーバード,Ikimonogakari,0.489,0.398,-8.933,0.0637,0.893,1.28e-06,0.102,0.0705,69.961,0mDsUjzXTMVDLSVw5S8bhi,217813.0,5
光るなら,Goose house,0.505,0.458,-7.87,0.0392,0.217,0.0,0.116,0.17,123.922,3AbV3JF0bJAZXeHEJZfpke,301773.0,1
HEROES,Brian the Sun,0.615,0.658,-7.299,0.0343,0.096,0.000911,0.205,0.293,150.093,7v9VgPcjy7gPRsHZjKPUhU,227080.0,17
House of Memories,Panic! At The Disco,0.658,0.677,-6.628,0.0393,0.248,0.0,0.368,0.248,124.91,4kte3OcW800TPvOVgrLLj8,251627.0,12
Devil Town,Cavetown,0.61,0.623,-6.557,0.0373,0.125,0.0,0.228,0.436,134.976,7792AeWcL6rPcfH2jjIXuP,227267.0,6
Freaks,Jordan Clarke,0.503,0.748,-4.124,0.0619,0.0305,0.0,0.343,0.356,125.896,05XtssRLI22p8wLFIr7Vrl,210013.0,4
Goodbye,Bo Burnham,0.835,0.68,-6.02,0.21,0.1,0.0,0.049,0.889,95.508,75lRRdjplzfpmBjNzMPyjR,282773.0,16
Blitz,Faster,0.584,0.741,-7.695,0.0459,0.26,3.94e-05,0.051,0.961,177.465,6K0b2FYLwAbq90OgmrMvdg,229562.0,3
My R,Lollia,0.19,0.169,-18.08,0.0365,0.9,0.617,0.102,0.0367,82.967,7zY46aSULMG2pDG2fMlaI7,332373.0,2
To the Bone,JT Music,0.493,0.824,-4.629,0.0396,0.000351,0.475,0.17,0.0842,172.987,1riFMiYaPx2CoMQodIa33k,350983.0,17
LEMONS (with Cavetown),Brye,0.372,0.656,-6.086,0.0776,0.217,0.0,0.418,0.15,140.171,56TOfxnRzSRbFRw8J6C4IT,181728.0,4
Happy Pills,Weathers,0.738,0.868,-4.373,0.0731,0.0392,0.00169,0.388,0.336,122.003,22mek4IiqubGD9ctzxc69s,212640.0,0
Look Who’s Inside Again,Bo Burnham,0.687,0.602,-5.005,0.066,0.138,0.0,0.203,0.309,78.487,475jSz0H6U3duJyNiDS0tT,207013.0,11
Shinzou Wo Sasageyo (Attack on Titan),NateWantsToBattle,0.774,0.753,-5.446,0.0517,0.152,0.0,0.0371,0.896,119.002,76hfruVvmfQbw0eYn1nmeC,219147.0,16
Ghost - 2WEI Remix,Marvin Brooks,0.566,0.85,-5.298,0.0412,0.0202,0.00166,0.14,0.0821,87.015,22UxosQyi4EZOedWqMGt9t,311984.0,15
The Fine Print,The Stupendium,0.799,0.501,-7.244,0.0465,0.211,0.0123,0.118,0.635,92.032,2HotTAoFiOYTeMZkNs1Ces,201434.0,11
Win It All,Derivakat,0.513,0.979,-6.362,0.0425,0.0195,0.0951,0.0906,0.94,152.875,12yHvSYFXI7PGzNecUvIDu,295466.0,3
It's Tough to Be a God,Annapantsu,0.639,0.526,-6.697,0.0256,0.245,2.43e-05,0.25,0.488,130.033,2IVsRhKrx8hlQBOWy4qebo,216880.0,12
spy?,WHOKILLEDXIX,0.546,0.138,-14.458,0.0665,0.922,1.45e-06,0.105,0.529,136.073,6YyJoHBfPjCCeiBfW1dv4r,226323.0,13
Your New Boyfriend,Wilbur Soot,0.753,0.392,-10.707,0.0328,0.953,0.19,0.109,0.188,115.092,2VzApfMPZGrSzZjNOHq84P,218760.0,1
Minecraft Pigstep - Remix,FlyxTheKid,0.362,0.525,-7.738,0.039,0.542,2.35e-06,0.116,0.805,126.636,60nqvWyt9YinYEDx6Dbquc,283524.0,3
Other Friends,Caleb Hyles,0.704,0.53,-5.78,0.102,0.358,0.0,0.3,0.606,100.151,4eDtZP99H6xfasP4Tku9Ee,169200.0,0
Trust Me Not (Hero and Villain Duet),Backseat Vagabond,0.743,0.732,-4.511,0.104,0.0509,1.77e-05,0.227,0.339,123.994,7hf89cT5FEmLV5E9fjrjG7,203373.0,6
Insane,Black Gryph0n,0.884,0.698,-9.101,0.364,0.0405,0.0,0.195,0.575,140.068,2EgB4n6XyBsuNUbuarr4eG,191938.0,6
Marionettes,Kanaya,0.744,0.766,-6.375,0.0265,0.0873,0.0,0.509,0.61,127.966,2H1047e0oMSj10dgp7p2VG,289133.0,0
killer queen,Mad Tsai,0.796,0.91,-0.39,0.0412,0.0107,4.43e-05,0.132,0.554,95.998,4jKX16TcfQIrqY1ZzDIZb2,322907.0,16
I'll Let It Burn,Kanaya,0.353,0.326,-9.687,0.0901,0.777,0.0,0.0904,0.156,75.5,7EsSVPxaYoAZjQwhspJBs2,217229.0,5
Addict,Silva Hound,0.493,0.808,-3.365,0.0362,0.000235,0.0,0.0983,0.38,117.971,6uXDMINfe9KJETjkzekznW,268613.0,15
Overwhelmed (Ryan Mack Remix),Ryan Mack,0.394,0.622,-8.258,0.0336,0.213,4.45e-05,0.0892,0.342,126.844,0cKk8BKEi7zXbdrYdyqBP5,221427.0,18
Sociopath,StayLoose,0.641,0.902,-8.642,0.167,0.0683,0.9,0.137,0.0336,125.994,55QDC0SD3mn6BbjDroN82x,146860.0,7
parents,YUNGBLUD,0.599,0.779,-6.472,0.0287,0.00264,2.28e-05,0.083,0.431,110.051,17LElTdi4b8AV0yro7KM94,204387.0,15
Alone,Nico Collins,0.621,0.8,-7.284,0.0344,0.0263,1.51e-05,0.0591,0.968,149.91,6WCeFNVAXUtNczb7lqLiZU,235440.0,3
Full Circle,Five Finger Death Punch,0.446,0.983,-5.684,0.232,0.00209,0.0158,0.605,0.449,177.072,0AkxZb3XkSOdLghm6EB7p2,195720.0,4
Empty,Olivia O'Brien,0.531,0.638,-5.145,0.0809,0.00409,0.0,0.0822,0.445,164.079,0AOmbw8AwDnwXhHC3OhdVB,236898.0,17
Injustice,CG5,0.59,0.823,-4.606,0.0394,0.00191,0.0,0.375,0.572,129.971,5Iuqf7d8G5SAvuKY7MKHbd,170427.0,0
Total Insecurity (FNAF Security Breach),Rockit Music,0.401,0.698,-6.321,0.0393,0.0231,0.0,0.149,0.347,166.373,2gXwMixw0voLNVxPr4Ja6v,222547.0,17
Five Nights at Freddy's Security Breach Revision,Scraton,0.459,0.765,-6.392,0.0661,0.11,0.0,0.212,0.327,160.191,1LTVbaR78Qksuhv1Us0I7D,123115.0,17
When Nothing Mattered More Than Friends,Amanda Fagan,0.817,0.513,-8.436,0.271,0.28,0.0,0.11,0.156,93.933,4i11n6N7xIBKsHvTBupusV,137872.0,6
It's Spreading,DHeusta,0.599,0.891,-3.458,0.261,0.113,0.0,0.169,0.942,202.031,0Nkt36AVGOmfV1cJmFr74P,165093.0,3
"Oh, Death",SUGR?,0.553,0.362,-11.218,0.0263,0.0458,6.01e-06,0.075,0.158,142.352,0nLiqZ6A27jJri2VCalIUs,388267.0,1
"Oh Death (From ""Until Dawn"") - Epic Rock Cover",HeroPoint,0.221,0.126,-25.427,0.0447,0.989,0.897,0.102,0.216,133.63,4SFBV7SRNG2e2kyL1F6kjU,139307.0,2
Faint,Linkin Park,0.597,0.359,-10.845,0.0291,0.813,0.0,0.0948,0.516,89.983,6iQrjKMyefC3xiX2MgofI1,211933.0,11
I Hate Everything About You,Three Days Grace,0.619,0.603,-9.481,0.0342,0.712,0.0,0.0721,0.958,127.433,48i055G1OT5KxGGftwFxWy,178933.0,10
Duality,Slipknot,0.88,0.677,-6.949,0.374,0.112,0.0,0.263,0.609,123.603,4fAr6baTXyo6iM9xYvdbaX,158755.0,6
Before I Forget,Slipknot,0.843,0.547,-5.73,0.289,0.0228,0.0685,0.114,0.355,140.013,0Eh4QGSxb81CaztZdkOYh5,133290.0,6
Bodies,Drowning Pool,0.698,0.831,-7.095,0.0373,0.00108,0.266,0.161,0.138,123.988,4LtVrrqpn48l4Iq7KIshmi,314873.0,6
The Devil in I,Slipknot,0.503,0.22,-13.241,0.0345,0.779,1.28e-06,0.106,0.247,121.992,57BrNT43zH6HP0fpLWfZwM,342560.0,13
Psychosocial,Slipknot,0.634,0.677,-7.19,0.0448,0.318,0.0,0.0902,0.939,95.792,5qyq1H5OPMlfuvZQ1wQNo7,179120.0,16
Wait and Bleed,Slipknot,0.549,0.24,-7.778,0.0338,0.947,0.0,0.106,0.167,119.58,71ehTADpxs85ULrZgSEKCy,268800.0,1
Spit It Out,Slipknot,0.522,0.583,-7.776,0.424,0.308,0.0,0.254,0.461,183.598,7fCJs7RgFVZmXioAb6sorc,198064.0,17
Killpop,Slipknot,0.684,0.671,-7.166,0.0721,0.133,0.0,0.0731,0.709,87.995,7LAFudK7ZjVjSvGGBQ6xGv,218213.0,16
People = Shit,Slipknot,0.723,0.86,-4.357,0.203,0.271,4.56e-06,0.598,0.667,126.979,3hlksXnvbKogFdPbpO9vel,200013.0,0
Left Behind,Slipknot,0.371,0.975,-3.021,0.0596,3.74e-05,0.0,0.265,0.298,95.979,2zDbsNGkxD49GmzVPHT9vn,218438.0,15
Sweet Dreams (Are Made Of This),Marilyn Manson,0.29,0.292,-16.208,0.0346,0.0709,0.0044,0.193,0.289,105.353,5pfbrI3FOkCUBFnIJnVWtD,237807.0,13
Dead Memories,Slipknot,0.807,0.633,-6.016,0.0929,0.0564,0.0,0.107,0.325,138.038,7rwX0O3RlxqqIjQM8evm5E,311726.0,6
Chop Suey!,System Of A Down,0.741,0.513,-17.129,0.0564,0.71,0.852,0.0952,0.183,90.035,07nZ3ZT20x67fbthJvdQzP,138806.0,14
Freak On a Leash,Korn,0.734,0.303,-8.863,0.0678,0.0802,0.0,0.132,0.0398,134.37,2NCNR5j22JVCxcle14Xq2n,133000.0,1
Down with the Sickness,Disturbed,0.438,0.925,-6.364,0.0404,0.00163,0.27,0.0709,0.38,174.961,6Ymm2GtZWpCnx2lSvqn3kB,229032.0,17
Walk,Pantera,0.601,0.724,-4.856,0.0486,0.0945,1.68e-06,0.12,0.508,102.061,4hQ6UGyWQIGJmHSo0J88JW,207905.0,15
Last Resort,Papa Roach,0.639,0.735,-10.22,0.0363,0.214,2.16e-05,0.175,0.656,84.975,3Y0oqKF6kMvLY4JWPluS56,115063.0,11
Break Stuff,Limp Bizkit,0.936,0.495,-6.062,0.229,0.0254,0.0,0.087,0.299,139.951,2EUNZfjPToKZIahK0WMLKd,161013.0,6
Sulfur,Slipknot,0.687,0.367,-8.206,0.0308,0.924,2.19e-05,0.331,0.239,119.967,5UBsAGvuA6WPkiEClb7MjS,211345.0,12
B.Y.O.B.,System Of A Down,0.478,0.598,-7.202,0.0489,7.44e-05,0.714,0.451,0.0629,102.916,1lBPx6JmcdWb0Nrpip3ZRh,131370.0,7
Nightmare,Avenged Sevenfold,0.402,0.458,-7.986,0.0322,0.0282,0.0,0.119,0.239,71.917,4cHIVrzFETrXPtV6063Ksm,146550.0,5
Absolute Zero,Stone Sour,0.39,0.31,-14.545,0.0676,0.794,0.0,0.379,0.584,177.515,3RkQ3UwOyPqpIiIvGVewuU,330533.0,18
Numb,Linkin Park,0.618,0.736,-3.937,0.0308,0.157,0.0,0.073,0.307,118.982,5hnJCRSo4pxRsaEwT9YusG,235280.0,15
Dig,Mudvayne,0.63,0.671,-6.393,0.478,0.487,1.59e-06,0.117,0.637,78.229,1BzFMqje8KVwPfJjym3Mrp,187028.0,11
Falling Away from Me,Korn,0.425,0.645,-6.108,0.0372,0.0289,0.0,0.145,0.418,153.939,7bcHBD27hxkK5aSXjWOysM,209280.0,17
Stricken,Disturbed,0.636,0.815,-5.098,0.0581,0.0185,0.0,0.163,0.636,123.063,5tf1VVWniHgryyumXyJM7w,219043.0,16
Hail to the King,Avenged Sevenfold,0.837,0.847,-4.395,0.0982,0.318,0.0,0.261,0.73,90.996,7zjxmI7AldHmhWfFozqv3t,206560.0,16
Lift Me Up (feat. Rob Halford of Judas Priest),Five Finger Death Punch,0.525,0.852,-9.519,0.222,0.731,5.11e-05,0.218,0.884,157.404,6FT83pFXKhDlXDsNJFAHWz,161907.0,3
Custer,Slipknot,0.834,0.808,-2.597,0.0542,0.0569,0.00052,0.222,0.829,104.026,4gqMVEJSaL5nNeKj5WmVoT,198453.0,16
Toxicity,System Of A Down,0.748,0.648,-6.445,0.0816,0.484,0.0,0.126,0.726,139.952,7iHHxY2NLlJRAmlAmC4ahQ,123560.0,3
Coming Undone,Korn,0.496,0.249,-18.131,0.0411,0.98,0.934,0.12,0.719,144.239,246ntJR3A2s7B5E40FTCLf,224640.0,14
